Cluster,Predicted_Skill_Text,Matched_Course_Index,Course_Code,Course_Title,Cosine_Similarity
global_2,global_2,9412,PB HLTH 224A,Organizational Behavior and Management in Health Care,0.6100807189941406
global_2,global_2,2377,CLASSIC 201B,Survey of Greek Literature,0.5651236772537231
global_2,global_2,9040,POL SCI 244D,Collective Action in China,0.5478197336196899
global_2,global_2,2383,CLASSIC 213,Hellenistic Poetry,0.5191569328308105
global_2,global_2,6693,LINGUIS C142,Language and Thought,0.6340389251708984
global_2,global_2,2375,CLASSIC 200,Proseminar,0.5945407152175903
global_2,global_2,368,ANTHRO 138B,Field Production of Ethnographic Film,0.6255244016647339
global_2,global_2,6667,LINGUIS 55AC,The American Languages,0.5963994264602661
global_2,global_2,1222,BUDDSTD 602,Individual Study for Doctoral Students,0.6034691333770752
global_2,global_2,1221,BUDDSTD 601,Individual Study for Master's Students,0.6045010685920715
global_2,global_2,7019,MATH H53,Honors Multivariable Calculus,0.625623345375061
global_2,global_2,6866,MATH H53,Honors Multivariable Calculus,0.625623345375061
global_96,global_96,1649,UGBA 135,Personal Financial Management,0.5673553943634033
global_96,global_96,1422,MBA 201B,Macroeconomics in the Global Economy,0.6428531408309937
global_96,global_96,5674,IND ENG 24,Freshman Seminars,0.6235404014587402
global_96,global_96,5715,IND ENG 210,Python for Analytics,0.6570567488670349
global_96,global_96,5691,IND ENG 162,Linear Programming and Network Flows,0.6204848289489746
global_96,global_96,5637,HISTORY 285B,Research Seminars: Europe,0.5697205066680908
global_96,global_96,2237,CIV ENG 132,Applied Structural Mechanics,0.5733261704444885
global_96,global_96,2215,CIV ENG 99,Supervised Independent Study and Research,0.5106875896453857
global_96,global_96,2218,CIV ENG 104,Planetary Boundaries and the Anthropocene,0.638637900352478
global_96,global_96,2236,CIV ENG 126,Engineering Dynamics and Vibrations,0.4728125035762787
global_96,global_96,2238,CIV ENG C133,Engineering Analysis Using the Finite Element Method,0.5881572365760803
global_96,global_96,2328,CIV ENG 261,Infrastructure Systems Management,0.6379431486129761
global_96,global_96,5643,HISTORY 285M,Research Seminars: Middle East,0.5749768614768982
global_96,global_96,2317,CIV ENG 253,Intelligent Transportation Systems,0.6327977180480957
global_96,global_96,2217,CIV ENG C103N,Terrestrial Hydrology,0.6018162965774536
global_96,global_96,2346,CIV ENG 273,Advanced GeoEngineering Testing and Design,0.5573320984840393
global_96,global_96,8176,NUC ENG 167,Risk-Informed Design for Advanced Nuclear Systems,0.6562545299530029
global_96,global_96,6729,LINGUIS 215,Advanced Morphology,0.5748633146286011
global_96,global_96,7297,MEC ENG 250B,Advanced Convective Transport and Computational Methods,0.5685754418373108
global_96,global_96,4255,ENVECON 198,Directed Group Studies for Advanced Undergraduates,0.6085230708122253
global_96,global_96,5696,IND ENG 170,Industrial Design and Human Factors,0.6460697650909424
global_96,global_96,3964,ENGIN 270L,Global Leadership Expertise,0.6680318117141724
global_96,global_96,5644,HISTORY 285S,Research Seminars: History of Science,0.5717123746871948
global_96,global_96,2344,CIV ENG 271,Sensors and Signal Interpretation,0.6240631341934204
global_96,global_96,2148,CY PLAN 201A,Planning Methods Gateway: Part I,0.6374534964561462
global_96,global_96,5658,HUNGARI 1B,Introductory Hungarian,0.5922976732254028
global_96,global_96,4362,ESPM C167,Environmental Health and Development,0.6261935830116272
global_96,global_96,5714,IND ENG 199,Supervised Independent Study,0.5318543314933777
global_96,global_96,7224,MEC ENG 193E,Special Topics in Energy Science and Technology,0.6364537477493286
global_96,global_96,2306,CIV ENG 240,Civil Engineering Materials,0.5777467489242554
global_96,global_96,7105,MATH 227A,Theory of Recursive Functions,0.40739917755126953
global_96,global_96,7120,MATH 250B,Commutative Algebra,0.4716619849205017
global_96,global_96,7207,MEC ENG 173,Fundamentals of Acoustics,0.5367739200592041
global_96,global_96,1576,PHDBA 239FC,Empirical Asset Pricing,0.5637991428375244
global_96,global_96,9244,PSYCH 237E,Professional Development in Clinical Science,0.6316061019897461
global_96,global_96,2232,CIV ENG 120,Structural Engineering,0.5592660903930664
global_96,global_96,1577,PHDBA 239FD,Empirical Corporate Finance,0.5456815958023071
global_96,global_96,2330,CIV ENG C263H,Human Mobility and Network Science,0.6364496946334839
global_96,global_96,172,"A,RESEC 241","Economics and Policy of Production, Technology and Risk in Agricultural and Natural Resources",0.626664936542511
global_96,global_96,2752,COMPSCI H196B,Senior Honors Thesis Research,0.6433802843093872
global_96,global_96,7125,MATH 254B,Number Theory,0.5865854620933533
global_96,global_96,1655,UGBA 146,Project Management,0.6203660368919373
global_96,global_96,606,ARCH 269,Special Topics in Construction and Materials,0.6061435341835022
global_96,global_96,8127,NEU 295,Neuroscience Research Review,0.6019943356513977
global_96,global_96,2193,CY PLAN 293,Capstone Writing Workshop,0.6313806176185608
global_96,global_96,3847,"ENE,RES 292A",Tools of the Trade,0.5664166212081909
global_96,global_96,1653,UGBA 142,Advanced Business Analytics,0.6265406012535095
global_96,global_96,7214,MEC ENG C184,Flight Vehicle Structures and Aeroelasticity,0.6011170148849487
global_96,global_96,2304,CIV ENG C236,Micromechanics,0.5957098007202148
global_96,global_96,2753,COMPSCI 197,Field Study,0.5847828388214111
global_101,global_101,6353,LD ARCH 200A,Fundamentals of Landscape Design,0.6533392667770386
global_101,global_101,3596,EDUC N299,Special Study and Research,0.628058910369873
global_101,global_101,6355,LD ARCH 201,Ecological Factors in Urban Landscape Design,0.7002514600753784
global_101,global_101,2785,COMPSCI 287,Advanced Robotics,0.6605384945869446
global_101,global_101,6354,LD ARCH 200B,Case Studies in Landscape Design,0.6863973736763
global_101,global_101,5624,HISTORY 280B,Advanced Studies: Sources/General Literature of the Several Fields: Europe,0.6456013917922974
global_101,global_101,5625,HISTORY 280D,Advanced Studies: Sources/General Literature of the Several Fields: United States,0.6420180797576904
global_101,global_101,3570,EDUC W289,Comprehensive Health Education for Teachers,0.6149969100952148
global_101,global_101,10359,SPANISH 161,Spanish Phonetics and Phonology,0.635283350944519
global_101,global_101,10274,SASIAN C144,Islam in South Asia,0.617130696773529
global_101,global_101,3444,EDUC 229,Methods for Teaching Computer Science,0.6635614037513733
global_101,global_101,6021,IAS 197,Field Studies,0.6718989610671997
global_101,global_101,6022,IAS 198,Directed Group Study,0.6940666437149048
global_101,global_101,2487,COLWRIT 6E,Intensive English Practice: Grammar and Editing,0.6457955241203308
global_101,global_101,5034,GEOG 215,Seminar in Comparative and International Development,0.6834784746170044
global_101,global_101,4603,XMATH 1A,Calculus,0.646259069442749
global_101,global_101,4601,XINTEGB 33,The Age of Dinosaurs,0.5553476810455322
global_101,global_101,3376,EDUC N190,Critical Studies in Education,0.6561925411224365
global_101,global_101,2482,COLWRIT 5Q,English Language Studies: Comparing Novels to Their Film Adaptations,0.6311649680137634
global_101,global_101,6068,ITALIAN 101B,"Advanced Grammar, Reading, and Composition",0.6222706437110901
global_101,global_101,6236,JOURN 219,Mini-Special Topics,0.6699089407920837
global_101,global_101,8966,POL SCI H190B,Honors Seminar,0.683944821357727
global_101,global_101,2784,COMPSCI 286,Implementation of Data Base Systems,0.6445115804672241
global_101,global_101,3382,EDUC 195C,Special Topics in the Foundations of Teaching,0.6936114430427551
global_101,global_101,5042,GEOG 246,Geomorphology of California,0.6679584383964539
global_101,global_101,5334,HEBREW 100A,Advanced Hebrew,0.5925263166427612
global_101,global_101,6643,L & S C196C,The Berkeley Changemaker,0.5993490219116211
global_101,global_101,9109,PSYCH 4,Emotional Intelligence,0.5532159209251404
global_101,global_101,3407,EDUC 211A,"Development, Learning, and Instruction in Cultural Contexts",0.6408101320266724
global_101,global_101,2509,COLWRIT 7K,American Language and Culture: Humor,0.6108611822128296
global_101,global_101,6603,L & S C70U,Introduction to General Astronomy,0.662926435470581
global_101,global_101,2781,COMPSCI 284A,Foundations of Computer Graphics,0.6293668150901794
global_101,global_101,4711,MFE 230T,Topics in Financial Engineering,0.666539192199707
global_101,global_101,4712,MFE 230V,Credit Risk Modeling,0.6237127184867859
global_101,global_101,4726,MFE W230P,Financial Data Science,0.6604260206222534
global_101,global_101,9656,RHETOR 24,Freshman Seminars,0.6754873991012573
global_101,global_101,3446,EDUC C229A,Proseminar: Problem Solving and Understanding,0.6691673994064331
global_101,global_101,2878,DATA C140,Probability for Data Science,0.6483160853385925
global_101,global_101,7474,MELC 145,Women in Islam,0.5612620115280151
global_101,global_101,6654,LINGUIS 10,The Sounds of English,0.6318726539611816
global_101,global_101,391,ANTHRO 169A,Data Analysis and Computational Methods,0.6832941174507141
global_101,global_101,10368,SPANISH H195B,Spanish Honors Course,0.6381001472473145
global_101,global_101,10367,SPANISH H195A,Spanish Honors Course,0.6643764972686768
global_101,global_101,6642,L & S 191B,Dialogue Across Differences: Israel and Palestine,0.6393150687217712
global_101,global_101,9841,SCANDIN 375,Seminar in Foreign Language Pedagogy: Teaching College Nordic Languages,0.6053265333175659
global_101,global_101,516,ARCH 123,2-D Computer Technology,0.6826006174087524
global_101,global_101,6941,MATH 219,Dynamical Systems,0.5394210815429688
global_101,global_101,7094,MATH 219,Dynamical Systems,0.5394210815429688
global_101,global_101,6596,L & S C60V,"Moral Provocations: Job, Abraham, Moses",0.5977882742881775
global_101,global_101,4538,ETH STD 190AC,Advanced Seminar in Ethnic Studies,0.7026937007904053
global_59,global_59,2442,COG SCI 201,Graduate Seminar on the Mind and Language,0.6205611228942871
global_59,global_59,4066,ENGLISH 130B,American Literature: 1800-1865,0.529909610748291
global_59,global_59,7166,MEC ENG 109,Heat Transfer,0.5953150391578674
global_59,global_59,2557,COLWRIT 140A,Readings on Creative Writing,0.6177467703819275
global_59,global_59,6603,L & S C70U,Introduction to General Astronomy,0.5914791822433472
global_59,global_59,10219,SOCIOL 280S,Advanced Study in Substantive Sociological Fields: Social Movements,0.5735167264938354
global_59,global_59,4538,ETH STD 190AC,Advanced Seminar in Ethnic Studies,0.6235920786857605
global_59,global_59,10113,SOCIOL 146AC,Contemporary Immigration in Global Perspective,0.5625686645507812
global_59,global_59,2555,COLWRIT 134,The Craft of Poetry,0.5533947348594666
global_59,global_59,3596,EDUC N299,Special Study and Research,0.5865683555603027
global_59,global_59,6020,IAS 196,Special Field Research,0.6497716903686523
global_59,global_59,1162,BIO ENG 282,Model-Based Design of Clinical Therapies,0.5974173545837402
global_59,global_59,7288,MEC ENG 241A,Marine Hydrodynamics I,0.5158151388168335
global_59,global_59,2545,COLWRIT 109C,Academic Writing for Multilingual Students,0.5898411870002747
global_59,global_59,2477,COLWRIT 5K,"Language, Culture, and the Media",0.6152897477149963
global_59,global_59,4422,ESPM 217,Political Economy of Climate Change,0.5823680758476257
global_59,global_59,6021,IAS 197,Field Studies,0.6209900379180908
global_59,global_59,6022,IAS 198,Directed Group Study,0.624005913734436
global_59,global_59,2546,COLWRIT 110,Advanced Composition: Challenging Writing,0.5655383467674255
global_59,global_59,2554,COLWRIT N133,The Craft of Dramatic Writing,0.5438665151596069
global_59,global_59,7625,MCELLBI 150L,Immunology Laboratory,0.45570480823516846
global_59,global_59,6660,LINGUIS 21A,Nahuatl for Beginners II,0.4528733193874359
global_59,global_59,3477,EDUC 243,Advanced Qualitative Methods,0.6372578740119934
global_59,global_59,9022,POL SCI 231D,Advanced Topics in Causal Inference,0.5696088075637817
global_59,global_59,2556,COLWRIT 135,The Craft of Creative Writing -- Workshopping & Performance,0.6287031769752502
global_59,global_59,3388,EDUC 200C,Culture and Cognitive Development,0.6197108030319214
global_59,global_59,4149,ENGLISH 246G,Graduate Proseminars: Romantic,0.5448613166809082
global_59,global_59,5245,GLOBAL 150K,Special Topics In Africa,0.6589009761810303
global_59,global_59,3879,ENGIN 128,Advanced Engineering Design Graphics,0.6145245432853699
global_59,global_59,9557,PUB POL C164A,Berkeley Changemaker: Labor Research for Action and Policy (L-RAP),0.5949957370758057
global_59,global_59,10034,SOC WEL 294,Master's Special Topics Seminar: Workforce Development,0.628855288028717
global_59,global_59,5806,INFO 271B,Quantitative Research Methods for Information Systems and Management,0.5509149432182312
global_59,global_59,9644,RDEV 270,Development + Design Studio,0.6070713996887207
global_59,global_59,10218,SOCIOL 280R,War & Genocide,0.5936313271522522
global_59,global_59,2529,COLWRIT 9V,Science and Engineering English for Multilingual Students,0.6314519047737122
global_59,global_59,2595,COM LIT 20C,Episodes in Literary Cultures: Literature and History,0.5735651254653931
global_59,global_59,4638,FILM 25B,The History of Film,0.5344719886779785
global_59,global_59,1653,UGBA 142,Advanced Business Analytics,0.6140118837356567
global_59,global_59,2481,COLWRIT 5P,"Language, Culture, and Makerspace Creativity",0.6438108682632446
global_59,global_59,2738,COMPSCI C177,Algorithmic Economics,0.6321620941162109
global_59,global_59,2532,COLWRIT 10A,Introduction to Public Speaking,0.5482615828514099
global_59,global_59,3880,ENGIN 147,Supplementary Work in Upper Division Engineering,0.6154330372810364
global_59,global_59,2435,COG SCI 190,Special Topics in Cognitive Science,0.6043879985809326
global_59,global_59,4764,FRENCH 48,Introduction to Translation Studies,0.5934297442436218
global_59,global_59,6670,LINGUIS 98,Directed Group Study,0.5554082989692688
global_59,global_59,6668,LINGUIS 65,Music and Language,0.5164953470230103
global_59,global_59,4607,XMATH 32,Precalculus,0.4969932436943054
global_59,global_59,4563,ETH STD 302,Professional Orientation,0.5824389457702637
global_59,global_59,4148,ENGLISH 246F,Graduate Proseminars: Later 18th century,0.554114818572998
global_59,global_59,2533,COLWRIT 10B,Advanced Public Speaking,0.5636546611785889
global_100,global_100,2718,COMPSCI 61BL,Data Structures and Programming Methodology,0.640204668045044
global_100,global_100,2329,CIV ENG 262,Analysis of Transportation Data,0.5905470848083496
global_100,global_100,3857,"ENE,RES 301",Graduate Student Instructor Practicum,0.5666886568069458
global_100,global_100,5636,HISTORY 285A,Research Seminars: Ancient,0.5804556012153625
global_100,global_100,6314,KOREAN 187,History and Memory in Korean Cinema,0.5314500331878662
global_100,global_100,9332,PB HLTH 155E,"Seeing People:Understanding Homelessness' Roots, Stigmas & Solutions-A Berkeley Changemaker Course",0.5611060857772827
global_100,global_100,3937,ENGIN 238E,Robust Optimization and Applications,0.6064118146896362
global_100,global_100,2785,COMPSCI 287,Advanced Robotics,0.6304882764816284
global_100,global_100,3859,ENGIN 7,Introduction to Computer Programming and Numerical Methods,0.6756401062011719
global_100,global_100,2215,CIV ENG 99,Supervised Independent Study and Research,0.523545503616333
global_100,global_100,5650,HISTORY N296,Directed Dissertation Research,0.5179768800735474
global_100,global_100,2237,CIV ENG 132,Applied Structural Mechanics,0.5737318992614746
global_100,global_100,2950,DES INV 212,Designing Emerging Technologies II,0.6462703943252563
global_100,global_100,3512,EDUC 262H,Urban School Leadership and Management 2,0.5862597227096558
global_100,global_100,3511,EDUC 262G,Research on the Education of Teachers,0.5287718772888184
global_100,global_100,5651,HISTORY 298,Independent Study for Graduate Students in History,0.5087684988975525
global_100,global_100,2781,COMPSCI 284A,Foundations of Computer Graphics,0.6142730712890625
global_100,global_100,3858,ENGIN 1,"Engineering Your Life: Skills for Leadership, Discovery and Service",0.6487478017807007
global_100,global_100,3507,EDUC 262B,School Supervision: Theory and Practice,0.5545207262039185
global_100,global_100,4255,ENVECON 198,Directed Group Studies for Advanced Undergraduates,0.61135333776474
global_100,global_100,2254,CIV ENG 176,Environmental Geotechnics,0.5847209095954895
global_100,global_100,3775,EL ENG 247A,Introduction to Microelectromechanical Systems (MEMS),0.60325688123703
global_100,global_100,2158,CY PLAN 214,Infrastructure Planning and Policy: Climate Change Planning and Urban Systems,0.6383326649665833
global_100,global_100,7297,MEC ENG 250B,Advanced Convective Transport and Computational Methods,0.5703322887420654
global_100,global_100,2201,CY PLAN 602,Individual Study for Doctoral Students,0.6257336139678955
global_100,global_100,3483,EDUC 246A,Teaching Linguistic and Cultural Minority Students,0.5688283443450928
global_100,global_100,10359,SPANISH 161,Spanish Phonetics and Phonology,0.5952038764953613
global_100,global_100,1230,BURMESE 100B,Intermediate Burmese,0.5734913349151611
global_100,global_100,1417,MBA 200C,Leadership Communication,0.5292726755142212
global_100,global_100,3773,EL ENG W244,"Fundamental Algorithms for System Modeling, Analysis, and Optimization",0.619408130645752
global_100,global_100,3764,EL ENG 241B,Advanced Digital Integrated Circuits,0.5624393224716187
global_100,global_100,9950,SLAVIC 299,Directed Research,0.5882070064544678
global_100,global_100,1788,CHM ENG 101,Chemical Business Fundamentals I,0.6303994655609131
global_100,global_100,3774,EL ENG C246,Parametric and Optimal Design of MEMS,0.5705780982971191
global_100,global_100,3765,EL ENG W241A,Introduction to Digital Integrated Circuits,0.607416033744812
global_100,global_100,3769,EL ENG W242A,Integrated Circuits for Communications,0.5543107986450195
global_100,global_100,2265,CIV ENG 193,Engineering Risk Analysis,0.5978962182998657
global_100,global_100,5658,HUNGARI 1B,Introductory Hungarian,0.6078230142593384
global_100,global_100,9170,PSYCH 136,Human Sexuality,0.498767226934433
global_100,global_100,8141,NWMEDIA C166,"Critical Practices: People, Places, Participation",0.6077899932861328
global_100,global_100,8109,NEU 197,Supervised Internship,0.5750068426132202
global_100,global_100,3771,EL ENG 243,Advanced IC Processing and Layout,0.561235785484314
global_100,global_100,2948,DES INV 210,Studio Foundations,0.5691841244697571
global_100,global_100,3767,EL ENG 242A,Integrated Circuits for Communications,0.5543107986450195
global_100,global_100,1235,EWMBA 201B,Macroeconomics in the Global Economy,0.6371634602546692
global_100,global_100,1833,CHM ENG 256,Advanced Transport Phenomena,0.5723675489425659
global_100,global_100,1855,CHM ENG 298,Seminar in Chemical Engineering,0.5861695408821106
global_100,global_100,1854,CHM ENG 296,Special Study for Graduate Students in Chemical Engineering,0.5866402387619019
global_100,global_100,2193,CY PLAN 293,Capstone Writing Workshop,0.62525874376297
global_100,global_100,2343,CIV ENG 270,Advanced Geomechanics,0.5833170413970947
global_68,global_68,2718,COMPSCI 61BL,Data Structures and Programming Methodology,0.6966637969017029
global_68,global_68,3860,ENGIN W7,Introduction to Computer Programming for Scientists and Engineers,0.636127233505249
global_68,global_68,3071,EPS C178,Applied Geophysics,0.5885830521583557
global_68,global_68,3842,"ENE,RES 276",Climate Change Economics,0.5828529596328735
global_68,global_68,518,ARCH 124B,3-D Computer Technology,0.6593700647354126
global_68,global_68,10326,SPANISH 30,Don Quixote in English,0.39124682545661926
global_68,global_68,5635,HISTORY 283,Historical Method and Theory,0.6469466686248779
global_68,global_68,5709,IND ENG 190K,Cases in Global Innovation: South Asia,0.6519556641578674
global_68,global_68,7220,MEC ENG 193A,Special Topics in Biomechanical Engineering,0.6122872829437256
global_68,global_68,3710,EL ENG C145O,Laboratory in the Mechanics of Organisms,0.6365116238594055
global_68,global_68,5657,HUNGARI 1A,Introductory Hungarian,0.6215136647224426
global_68,global_68,2770,COMPSCI 268,Computer Networks,0.5677189826965332
global_68,global_68,3632,EGYPT 100A,Introduction to Egyptian Hieroglyphs,0.6221897602081299
global_68,global_68,7217,MEC ENG 190M,Model Predictive Control,0.5307712554931641
global_68,global_68,1275,EWMBA 236T,Fin Tech,0.6277639865875244
global_68,global_68,1463,MBA 236T,Fin Tech,0.6277639865875244
global_68,global_68,2755,COMPSCI 199,Supervised Independent Study,0.5328771471977234
global_68,global_68,7126,MATH 255,Algebraic Curves,0.4769597351551056
global_68,global_68,2707,COMPSS 230,Capstone Project,0.6677576303482056
global_68,global_68,9408,PB HLTH 223D,Foundations of Health Policy and Management,0.6490201354026794
global_68,global_68,2773,COMPSCI 272,"Foundations of Decisions, Learning, and Games",0.6556408405303955
global_68,global_68,5639,HISTORY 285E,Research Seminars: Latin America,0.570321798324585
global_68,global_68,2747,COMPSCI C191,Introduction to Quantum Computing,0.5491175651550293
global_68,global_68,10297,SEASIAN 150,Southeast Asian Mythology,0.5328579545021057
global_68,global_68,7308,MEC ENG 260B,Advanced Fluid Mechanics II,0.5623751282691956
global_68,global_68,1970,CHEM 274B,Software Engineering Fundamentals for Molecular Sciences,0.6446433663368225
global_68,global_68,5638,HISTORY 285D,Research Seminars: United States,0.5632409453392029
global_68,global_68,10292,SEASIAN 129,Mainland Southeast Asian Literature,0.5734540224075317
global_68,global_68,3185,ECON 127,Antitrust Economics and Law,0.4506705701351166
global_68,global_68,4248,ENVECON C183,Forest Ecosystem Management,0.6065607666969299
global_68,global_68,517,ARCH 124A,Introduction to Digital Design Methods,0.6571091413497925
global_68,global_68,10327,SPANISH 32,Magical Realism and Beyond: Latin American Literature in English,0.550114095211029
global_68,global_68,5640,HISTORY 285F,Research Seminars: Asia,0.5729840397834778
global_68,global_68,3778,EL ENG 248C,Numerical Modeling and Analysis: Nonlinear Systems and Noise,0.6355170607566833
global_68,global_68,7225,MEC ENG 193F,Special Topics in Fluids,0.6390678882598877
global_68,global_68,2349,CIV ENG 277,Advanced Foundation Engineering,0.5921635627746582
global_68,global_68,2874,DATA C101,Data Engineering,0.6465223431587219
global_68,global_68,2744,COMPSCI C187,Data Engineering,0.6465223431587219
global_68,global_68,10313,SPANISH R1A,Reading and Composition Through Readings from the Spanish-Speaking World,0.6385704278945923
global_68,global_68,2875,DATA C102,"Data, Inference, and Decisions",0.6094015836715698
global_68,global_68,10340,SPANISH 104A,Survey of Spanish American Literature,0.5860795974731445
global_68,global_68,10305,SEASIAN 167,Contemporary Popular Cultures of the Philippines,0.5789607763290405
global_68,global_68,10351,SPANISH 121,Contemporary Spanish History and Culture,0.6188838481903076
global_68,global_68,2841,CZECH 26B,Introductory Czech,0.5672831535339355
global_68,global_68,5576,HISTORY 175E,History of Modern Israel: From the Emergence of Zionism to Our Time,0.5154697895050049
global_68,global_68,9745,RHETOR 240F,Rhetorical Theory and Criticism: Legal Rhetoric and Philosophy,0.5046855211257935
global_68,global_68,2876,DATA C104,Human Contexts and Ethics of Data - DATA/History/STS,0.6601084470748901
global_68,global_68,2769,COMPSCI C267,Applications of Parallel Computers,0.5056498050689697
global_68,global_68,5683,IND ENG 142A,Introduction to Machine Learning and Data Analytics,0.637487530708313
global_68,global_68,2715,COMPSCI 47C,Completion of Work in Computer Science 61C,0.6828478574752808
global_54,global_54,2932,DES INV 90,Special Topics in Design Innovation,0.611876904964447
global_54,global_54,1780,CELTIC 198,Directed Group Study,0.5415549278259277
global_54,global_54,3653,EECS 47F,Completion of work in Computer Science 70,0.6201704144477844
global_54,global_54,2342,CIV ENG 268S,Buildings and Sustainability,0.5999932289123535
global_54,global_54,7294,MEC ENG 248,Experimental Methods in Single-and Multiphase Flows,0.5982892513275146
global_54,global_54,2247,CIV ENG 167,Engineering Project Management,0.6306430101394653
global_54,global_54,3860,ENGIN W7,Introduction to Computer Programming for Scientists and Engineers,0.6147589087486267
global_54,global_54,8404,PERSIAN 102A,Readings in Classical Persian Prose,0.5393376350402832
global_54,global_54,2913,DEMOG 220,Human Fertility,0.603602409362793
global_54,global_54,501,ARCH 100A,Fundamentals of Architectural Design,0.6328845024108887
global_54,global_54,3846,"ENE,RES 291",Special Topics in Energy and Resources,0.6043407917022705
global_54,global_54,5784,INFO 206B,Introduction to Data Structures and Analytics,0.6476005911827087
global_54,global_54,6510,LEGALST 177,Survey of American Legal and Constitutional History,0.537472128868103
global_54,global_54,3656,EECS 107,Introduction to AR/VR and Applications in Metaverse,0.6238440275192261
global_54,global_54,3776,EL ENG C247B,Introduction to MEMS Design,0.5575257539749146
global_54,global_54,2300,CIV ENG 232,Structural Mechanics,0.534856915473938
global_54,global_54,2918,DEMOG C275A,Economic Demography,0.5736330151557922
global_54,global_54,3643,EGYPT 202,Hieratic,0.5053436756134033
global_54,global_54,7189,MEC ENG 146,Energy Conversion Principles,0.5338643789291382
global_54,global_54,3888,ENGIN 170E,TECHNOLOGY LEADERSHIP AND AI,0.5737730264663696
global_54,global_54,5744,IND ENG 262A,Mathematical Programming I,0.5715049505233765
global_54,global_54,3709,EL ENG C145M,Introductory Microcomputer Interfacing Laboratory,0.6146707534790039
global_54,global_54,510,ARCH 109,Special Topics in Architectural Design,0.6087623834609985
global_54,global_54,504,ARCH 100D,Architectural Design IV,0.6311072111129761
global_54,global_54,4151,ENGLISH 246I,Graduate Proseminars: American to 1855,0.5388094782829285
global_54,global_54,2927,DES INV 15,Design Methodology,0.6312762498855591
global_54,global_54,577,ARCH 229,Special Topics in Digital Design Theories and Methods,0.5921838283538818
global_54,global_54,3649,EECS 16A,"Foundations of Signals, Dynamical Systems, and Information Processing",0.6197950839996338
global_54,global_54,495,ARCH 11B,Introduction to Design,0.6244982481002808
global_54,global_54,8405,PERSIAN 102B,Readings in Classical Persian Prose,0.5393376350402832
global_54,global_54,579,ARCH 230,Advanced Architectural Design Theory and Criticism,0.6044607162475586
global_54,global_54,1416,MBA 200A,Data Analytics,0.6248049736022949
global_54,global_54,1315,EWMBA 283,Real Estate Finance and Securitization,0.5115985870361328
global_54,global_54,5727,IND ENG 240,Optimization Analytics,0.66013103723526
global_54,global_54,515,ARCH 122,Principles of Computer Aided Architectural Design,0.6230506300926208
global_54,global_54,5635,HISTORY 283,Historical Method and Theory,0.6145756244659424
global_54,global_54,3693,EL ENG 120,Signals and Systems,0.5632163286209106
global_54,global_54,1799,CHM ENG 150B,Transport and Separation Processes,0.502556562423706
global_54,global_54,585,ARCH 239,Special Topics in Architecture Design Theory and Criticism,0.5946756601333618
global_54,global_54,2934,DES INV 95,Design Innovation Lecture Series,0.577791690826416
global_54,global_54,2926,DES INV 10,Discovering Design,0.5994952917098999
global_54,global_54,2919,DEMOG C280,Social Networks,0.5903271436691284
global_54,global_54,3845,"ENE,RES 290A",Seminar in Energy and Resources,0.5968462228775024
global_54,global_54,2920,DEMOG 296,Advanced Research Techniques,0.6102362275123596
global_54,global_54,3755,EL ENG C235,Nanoscale Fabrication,0.5793814659118652
global_54,global_54,5653,HISTORY 301,Professional Training: Teaching History,0.5256189703941345
global_54,global_54,3407,EDUC 211A,"Development, Learning, and Instruction in Cultural Contexts",0.5873215198516846
global_54,global_54,580,ARCH 231,Research Methods in Architectural Design Theory and Criticism,0.6000586748123169
global_54,global_54,2718,COMPSCI 61BL,Data Structures and Programming Methodology,0.6550133228302002
global_54,global_54,3848,"ENE,RES 293A",Master's Seminar I: Interdisciplinary Analysis and the Environment,0.6171408295631409
global_56,global_56,1323,EWMBA 290K,Innovation in Services and Business Models,0.5933103561401367
global_56,global_56,3718,EL ENG 198,Directed Group Study for Advanced Undergraduates,0.6043391823768616
global_56,global_56,3676,EL ENG 24,Freshman Seminar,0.5427254438400269
global_56,global_56,5693,IND ENG 165,"Engineering Statistics, Quality Control, and Forecasting",0.6215672492980957
global_56,global_56,214,AMERSTD C134,Information Technology and Society,0.6238527297973633
global_56,global_56,102,AFRICAM C134,Information Technology and Society,0.6238527297973633
global_56,global_56,101,AFRICAM 134,Information Technology and Society,0.6203454732894897
global_56,global_56,1519,MBA 291L,Leader as Coach,0.5892919898033142
global_56,global_56,1332,EWMBA 291L,Leader as Coach,0.5892919898033142
global_56,global_56,3677,EL ENG 25,What Electrical Engineers Do--Feedback from Recent Graduates,0.5075918436050415
global_56,global_56,9292,PUB AFF 280,Policy Analysis Using the Eightfold Path,0.6269992589950562
global_56,global_56,1402,XMBA 291R,Building Trust-Based Relationships,0.5964128971099854
global_56,global_56,7333,MEC ENG C285E,Mechanics and Physics of Lipid Bilayers,0.5492638945579529
global_56,global_56,5036,GEOG 221,Speculative World-Building: Games and Simulation,0.6759763360023499
global_56,global_56,4451,ESPM 260,Governance of Global Production,0.651909589767456
global_56,global_56,8070,NAV SCI 12B,Navigation and Naval Operations II,0.561775803565979
global_56,global_56,3719,EL ENG 199,Supervised Independent Study,0.5250275135040283
global_56,global_56,1653,UGBA 142,Advanced Business Analytics,0.6412235498428345
global_56,global_56,9356,PB HLTH 200L,Health and Social Behavior Breadth,0.5316548347473145
global_56,global_56,907,ART 229,NEW MEDIA METHODS,0.6538741588592529
