Skill_ID,Cluster,Predicted_Skills,Matched_Course_Indexes,Matched_Course_Titles
993,precision machinist_-1,'policy development' 'record keeping',"[176, 9485, 2973, 9487, 9444, 9404, 6344, 9483, 9435, 9466, 9465, 4379, 9211, 9901, 3417, 9463, 9210, 2842, 3493, 9247, 9321, 9326, 9461, 3514, 3172, 1638, 2961, 9227, 3483, 9324, 9293, 9215, 3168, 4228, 9323, 4206, 173, 9502, 9503, 9504, 9899, 1412, 1437, 1248, 8319, 9464, 8815, 1655, 1679, 9175]","['International Economic Development Policy', 'International Economic Development Policy', 'International Economic Development Policy', 'Program and Policy Design', 'Program and Policy Design', 'Science and Policy for Environment and Health', 'Supervised Field Study', 'The Politics of Public Policy', 'Introduction to Public Policy Analysis', 'The Economics of Public Policy Analysis', 'The Economics of Public Policy Analysis', 'Field Study in Environmental Science, Policy, and Management', 'Policy Frameworks and Challenges', 'Policy Practice in Social Work', 'Shaping Education Policy:An Introductory Course for Aspiring Teachers, Researchers, and Policymakers', 'Professional Policy Practice', 'Policy Analysis Toolkit Course', 'Behind the Data: Humans and Values', ""Organizational Policy and Teachers' Work"", 'Advanced Health Policy', 'Health Policy Advocacy', 'Foundations of Health Policy and Management', 'Introduction to Policy Analysis', 'Research Group on Policy Implementation', 'Using Economics for Public Policy', 'Auditing', 'Strategic Planning and Project Management', 'Digital Economy: Public Policy Making in the Fourth Industrial Revolution', 'Issues in Educational Administration and Policy', 'Biomedical Innovation Policy', 'Program Planning and Needs Assessment', 'Research Methods for Policy Leaders', 'Government Regulation of Industry', 'Field Study in Environmental Economics and Policy', 'Health Policy Methods', 'Agricultural and Environmental Policy', 'Quantitative Policy Analysis', 'Research Design and Data Collection for Public Policy Analysis', 'Ethics, Policy, and the Power of Ideas', 'Environment and Technology from the Policy and Business Perspective', 'Program Development', 'Business and Public Policy Immersion', 'Big Data, Better Decisions', 'Big Data, Better Decisions', 'Field Studies', 'Advanced Policy Analysis', 'Berkeley Changemaker: Algorithms, Public Policy, and Ethics', 'Management of Human Resources', 'Special Topics in Business and Public Policy', 'Professional Development in Clinical Science']"
994,principal software engineer_4,'mentoring' 'onboarding',"[5239, 5240, 6045, 6018, 5226, 8319, 6344, 9931, 8704, 3064, 5976, 2981, 1536, 2135, 8700, 4805, 7586, 5883, 7799, 7908, 4651, 408, 9927, 9412, 2877, 927, 6712, 3610, 5961, 5929, 4379, 8703, 10038, 812, 8904, 7356, 5568, 4900, 10572, 1971, 9932, 1655, 7180, 10122, 10123, 8908, 8907, 3536, 2940, 3840]","['Mentoring in Higher Education', 'Mentoring in Higher Education for SMART Mentors', 'Field Studies', 'Field Studies', 'Field Studies', 'Field Studies', 'Supervised Field Study', 'Foundation Practicum I', 'Field Studies', 'Field Study', 'Field Studies', 'Field Studies', 'Practical Training', 'Field Studies', 'Special Field Research', 'Field Studies', 'Supervised Internship', 'Supervised Internship', 'Field Studies', 'Field Studies', 'Field Studies for Majors', 'Fieldwork', 'Training in Teaching', 'Health Policymaking and 4+1 Competency Development', 'Directed Group Studies for Graduates', 'Mentored Research', 'Research Mentorship', 'Residency: Leaders for Equity and Democracy', 'Field Studies', 'Thriving in Academia', 'Field Study in Environmental Science, Policy, and Management', 'Special Field Research', 'Special Field Research', 'Special Field Research', 'Special Field Research', 'Special Field Research', 'Special Field Research', 'Special Field Research', 'Special Field Research', 'MSSE Leadership Bootcamp', 'Foundation Practicum II', 'Management of Human Resources', 'Undergraduate Engineering Field Studies', 'Professional Training: Teachers', 'Professional Training: Teachers', 'Field Study in Political Science', 'Field Study in Political Science', 'Resource Management 2', 'Capstone Portfolio', 'Engineering Your Life: Skills for Leadership, Discovery and Service']"
995,principal software engineer_3,'web page design' 'conceptual design' 'methodology' 'graphical user interface (gui) design',"[2932, 5742, 495, 7294, 6311, 3653, 2342, 1780, 2713, 2918, 7303, 3860, 510, 501, 2748, 5727, 5744, 5653, 2913, 2247, 3776, 565, 577, 3888, 521, 6309, 6308, 2718, 514, 2934, 585, 3656, 515, 8087, 5762, 504, 3693, 4152, 3846, 3643, 4151, 517, 525, 2917, 574, 2927, 2920, 6306, 6278, 6510]","['Design Frameworks: History & Methods', 'Introduction to User Experience Design', 'Introduction to Design', 'Innovation through Design Thinking', 'Advanced Project Design', 'Cyber Physical System Design Prinicples and Applications', 'Cyber Physical System Design Prinicples and Applications', 'Introduction to Chemical Engineering Design', 'User Interface Design and Development', 'User Experience Design', 'Interactive Device Design', 'Advanced Engineering Design Graphics', 'Special Topics in Architectural Design', 'Fundamentals of Architectural Design', 'User Interface Design and Development', 'User Experience Research', 'Product Design Studio', 'Industrial Design and Human Factors', 'Discovering Design', 'Life-Cycle Design and Construction', 'Advanced Topics in Circuit Design', 'Special Topics in Architectural Design', 'Special Topics in Digital Design Theories and Methods', 'Human Centered Design Methods I', 'Special Topics in Digital Design Theories and Methods', 'Landscape Project Design', 'Design of Landscape Sites', 'Introduction to Software Engineering', 'Special Topics in the Social and Cultural Basis of Design', 'Technology Design Foundations', 'Special Topics in Architecture Design Theory and Criticism', 'Introduction to Digital Design and Integrated Circuits Lab', 'Principles of Computer Aided Architectural Design', 'Interface Aesthetics', 'Interface Aesthetics', 'Architectural Design IV', 'Application Specific Integrated Circuits Laboratory', 'Deep Green Design', 'Three-Dimensional Modeling for Design', 'Application Specific Integrated Circuits Laboratory', 'Design Frameworks', 'Introduction to Digital Design Methods', 'Special Topics in Architectural Design Theory and Criticism', 'Creative Programming and Electronics', 'Principles of Computer Aided Architectural Design', 'Special Topics in Design Innovation', 'Technical Special Topics in Design Innovation', 'Case Studies in Landscape Design', 'Case Studies in Landscape Design', 'Bioinspired Design']"
996,principal software engineer_2,'audio engineering' 'broadcast engineering' 'bridge engineering' 'technical specifications',"[3775, 3773, 3764, 3774, 3765, 3771, 3857, 3767, 3770, 3772, 3766, 3769, 3763, 3768, 5714, 5659, 5662, 5661, 5663, 5660, 7121, 7200, 5894, 1123, 2950, 3780, 2201, 3937, 1797, 2343, 2948, 2251, 1054, 3776, 9, 3861, 3859, 7167, 8110, 10, 2250, 2357, 8, 3854, 1833, 7316, 2337, 11, 2927, 3853]","['Advanced Topics in Electrical Engineering: Advanced Topics in Signal Processing', 'Advanced Topics in Electrical Engineering: Advanced Topics in Communication Networks', 'Advanced Topics in Electrical Engineering: Advanced Topics in Computer-Aided Design', 'Advanced Topics in Electrical Engineering: Advanced Topics in Communications and Information Theory', 'Advanced Topics in Electrical Engineering: Advanced Topics in Solid State Devices', 'Advanced Topics in Electrical Engineering: Advanced Topics in Control', 'Methods of Engineering Analysis', 'Advanced Topics in Electrical Engineering: Advanced Topics in Semiconductor Technology', 'Advanced Topics in Electrical Engineering: Advanced Topics in System Theory', 'Advanced Topics in Electrical Engineering: Advanced Topics in Bioelectronics', 'Advanced Topics in Electrical Engineering: Advanced Topics in Circuit Design', 'Advanced Topics in Electrical Engineering: Advanced Topics in Mems, Microsensors, and Microactuators', 'Advanced Topics in Electrical Engineering', 'Advanced Topics in Electrical Engineering: Advanced Topics in Photonics', 'Special Topics in Industrial Engineering and Operation Research', 'Advanced Topics in Industrial Engineering and Operations Research: Entrepreneurial Marketing and Finance', 'Advanced Topics in Industrial Engineering and Operations Research', 'Advanced Topics in Industrial Engineering and Operations Research', 'Advanced Topics in Industrial Engineering and Operations Research', 'Advanced Topics in Industrial Engineering and Operations Research', 'Industry-Associated Capstones in Mechanical Engineering (iACME)', 'Biomimetic Engineering -- Engineering from Biology', 'Biomimetic Engineering -- Engineering from Biology', 'Biomimetic Engineering -- Engineering from Biology', 'Advanced Special Topics in Development Engineering', 'Field Studies in Electrical Engineering', 'Introduction to Civil and Environmental Engineering', 'Industry Analysis for Engineering Leaders', 'Chemical Engineering Laboratory', 'Advanced Special Topics in Civil and Environmental Engineering', 'Development Engineering Research and Practice Seminar', 'Special Topics in Civil and Environmental Engineering', 'Careers in Biotechnology', 'Advanced Topics in Circuit Design', 'Honors Undergraduate Research', 'Supplementary Work in Upper Division Engineering', 'Ethics, Engineering, and Society', 'Special Topics in Biomechanical Engineering', 'Nuclear Design: Design in Nuclear Power Technology and Instrumentation', 'Undergraduate Research', 'Special Topics in Civil and Environmental Engineering', 'Field Studies in Civil and Environmental Engineering', 'Special Topics in Aerospace Engineering', 'Perspectives in Engineering', 'Advanced Bioprocess Engineering', 'Engineering Field Studies', 'Advanced Foundation Engineering', 'Undergraduate Aerospace Engineering Field Studies', 'Special Topics in Design Innovation', 'Supplementary Work in Lower Division Engineering']"
997,principal software engineer_1,'network attached storage (nas)' 'data migration' 'local area network (lan)' 'storage area network (san)' 'windows explorer' 'microsoft access' 'data backup' 'sql' 'data access' 'nosql databases',"[2731, 5759, 2861, 2732, 2753, 2752, 2115, 2874, 2875, 2744, 10313, 2320, 2169, 2772, 2863, 9743, 5552, 5673, 3188, 2860, 10289, 2711, 2705, 10276, 2854, 5723, 2696, 4248, 2758, 5638, 1015, 2853, 1036, 4443, 1512, 1325, 2837, 9942, 2715, 5683, 9481, 3727, 2200, 2112, 2718, 10325, 2751, 2839, 2868, 2841]","['Introduction to Database Systems', 'Data Engineering', 'Data Engineering', 'Data Engineering', 'Advanced Topics in Computer Systems', 'Advanced Topics in Computer Systems', 'Introduction to Urban Data Analytics', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Scalable Spatial Analytics', 'Urban Informatics and Visualization', 'Implementation of Data Base Systems', 'Human Contexts and Ethics of Data - DATA/History/STS', 'Human Contexts and Ethics of Data - DATA/History/STS', 'Human Contexts and Ethics of Data - DATA/History/STS', 'Analysis and Design of Databases', 'Data Science for Economists', 'Principles & Techniques of Data Science', 'Principles & Techniques of Data Science', 'Principles & Techniques of Data Science', 'Data Structures', 'Foundations of Data Science', 'Foundations of Data Science', 'Foundations of Data Science', 'Foundations of Data Science', 'Introduction to Geographic Information Systems', 'Computer Networks', 'Applied Data Science with Venture Applications', 'Astronomy Data Science Laboratory', 'Introduction to Computational Thinking with Data', 'Astronomy Data Science Laboratory', 'Reproducible and Collaborative Data Science', 'Data Visualization', 'Data Visualization', 'Fundamentals of Data Engineering', 'Data Science for Social Impact', 'Operating Systems and System Programming', 'Applied Data Science with Venture Applications', 'Data Science for Public Policy', 'High Speed Communications Networks', 'Data Science for Smart Cities', 'Data Science for Smart Cities', 'Introduction to Software Engineering', 'Data Analysis and Machine Learning for Real-World Decision Making', 'Internet and Network Security', 'Data Visualization', 'Advanced Data Science Connector', 'Modern Data Applications']"
998,principal software engineer_-1,'intellectual property (ip)' 'window installation' 'dynamic html5' 'performance reviews' 'android development' 'mediation' 'california regulations' 'xml' 'affirmative action compliance' 'devops' 'command line interface (cli)' 'content creation' 'json' 'mathematics' 'file transfer protocol (ftp)' 'threading' 'cascading style sheets (css)' 'megabytes (mb)' 'atl marketing' 'algebra' 'component object model (com)' 'intrusion detection systems (ids)' 'functional testing' 'software as a service (saas)' 'proxy servers',"[2718, 1970, 2753, 5638, 5743, 2752, 2329, 3840, 2346, 2841, 1413, 2845, 5727, 2731, 4443, 8109, 8141, 2781, 3528, 2715, 10326, 10305, 10351, 5683, 2875, 10313, 2744, 2874, 2835, 5736, 1964, 2697, 2839, 10325, 6198, 5759, 1512, 1325, 5673, 852, 4248, 8390, 7114, 5751, 1371, 5684, 3691, 1089, 1437, 1248]","['Introduction to Software Engineering', 'Software Engineering for Scientific Computing', 'Advanced Topics in Computer Systems', 'Applied Data Science with Venture Applications', 'User Experience Research', 'Advanced Topics in Computer Systems', 'Human and Organizational Factors: Quality and Reliability of Engineered Systems', 'Engineering Your Life: Skills for Leadership, Discovery and Service', 'Civil Systems: Control and Information Management', 'Modern Data Applications', 'Data Analytics', 'Machine Learning Systems Engineering', 'User Experience Research', 'Introduction to Database Systems', 'Reproducible and Collaborative Data Science', 'Risk-Informed Design for Advanced Nuclear Systems', 'Risk-Informed Design for Advanced Nuclear Systems', 'Designing Computer Science Education', 'Research Design and Methods for Program and Policy Evaluation', 'Operating Systems and System Programming', 'Applied Statistics and Machine Learning', 'Reproducible and Collaborative Statistical Data Science', 'Reproducible and Collaborative Statistical Data Science', 'Applied Data Science with Venture Applications', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Research Design and Applications for Data and Analysis', 'Research Design and Applications for Data and Analysis', 'Introduction to Programming Languages C++ and Python', 'The Beauty and Joy of Computing', 'Data Visualization', 'Data Analysis and Machine Learning for Real-World Decision Making', 'Advanced Coding Interactive Stories', 'Data Engineering', 'Data Visualization', 'Data Visualization', 'Analysis and Design of Databases', 'DIGITAL MEDIA: FOUNDATIONS', 'Introduction to Geographic Information Systems', 'Moral Questions of Data Science', 'Introduction to Product Development', 'Technology and Delegation', 'Data and Decisions', 'Optimization Analytics', 'Introductory Microcomputer Interfacing Laboratory', 'Introductory Microcomputer Interfacing Laboratory', 'Big Data, Better Decisions', 'Big Data, Better Decisions']"
999,principal software engineer_0,'c# programming' 'r programming' 'java programming' 'perl programming' 'visual c++' 'ruby programming' 'object-oriented programming (oop)',"[2716, 2754, 3842, 3907, 5740, 2755, 1964, 3908, 3425, 2710, 2857, 1962, 10282, 6198, 2704, 2756, 2834, 2718, 2731, 5815, 2715, 2697, 5716, 2677, 1963, 6845, 6998, 2682, 6863, 7016, 10340, 2701, 1965, 2705, 9408, 1970, 1969, 2712, 6654, 2747, 3905, 3412, 3909, 2985, 2785, 516, 10305, 10351, 1081, 3841]","['Programming Languages and Compilers', 'Design of Programming Languages', 'Introduction to Computer Programming for Scientists and Engineers', 'Introduction to Data Structures and Software Engineering', 'Introduction to Programming and Computation', 'Implementation of Programming Languages', 'Introduction to Programming Languages C++ and Python', 'Python for Engineers', 'Introduction to Python for Teachers', 'Computational Structures in Data Science', 'Computational Structures in Data Science', 'Programming Languages for Molecular Sciences: Python and C++', 'Introduction to Advanced Programming in R', 'Advanced Coding Interactive Stories', 'The Structure and Interpretation of Computer Programs', 'Compiler Optimization and Code Generation', 'Introduction to Data Science Programming', 'Introduction to Software Engineering', 'Introduction to Database Systems', 'Introductory Programming for Biologists', 'Operating Systems and System Programming', 'The Beauty and Joy of Computing', 'Advanced Mathematical Programming', 'Introduction to Programming for Bioinformatics Bootcamp', 'Software Engineering Fundamentals for Molecular Sciences', 'Programming for Mathematical Applications', 'Programming for Mathematical Applications', 'Introduction to Computing', 'Mathematical Methods for Optimization', 'Mathematical Methods for Optimization', 'Computing for Statistics and Data Science with Julia', 'Completion of Work in Computer Science 61A', 'Introduction to Software Engineering Best Practices', 'Data Structures', 'Introduction to Data Management and Programming in SAS for Public Health', 'Software Engineering for Scientific Computing', 'Foundations of Programming and Software Engineering for Molecular Sciences', 'Computer Architecture and Engineering', 'Computational Methods', 'Graduate Computer Architecture', 'Fundamental Data Structures', 'Introduction to Block-Based Programming for Teachers', 'Applied Data Science for Engineers', 'Python Programming for Digital Humanities', 'Professional Preparation: Supervised Teaching of Computer Science', '2-D Computer Technology', 'Reproducible and Collaborative Statistical Data Science', 'Reproducible and Collaborative Statistical Data Science', 'Genetic Design Automation', 'Introduction to Computer Programming and Numerical Methods']"
1000,principal software engineer_5,'recruiting' 'team building' 'innovation management' 'employee relations' 'compensation administration' 'workflow management' 'personnel records management' 'memory management' 'team management' 'server administration',"[1393, 1478, 3491, 1392, 1655, 1333, 2237, 9244, 10447, 8176, 1579, 5929, 2328, 1695, 4379, 1576, 2961, 5747, 1662, 1577, 9900, 3930, 9330, 1289, 1241, 1427, 20, 19, 7517, 9138, 3483, 8012, 1402, 6344, 1583, 1519, 1332, 1626, 1287, 1236, 2963, 3940, 3840, 1359, 1548, 1410, 9224, 1377, 9047, 1298]","['Special Topics in the Management of Organizations', 'Special Topics in Management of Organizations', 'Personnel Administration in School Systems and Social Organizations', 'Leadership', 'Management of Human Resources', 'Strategy and Leadership for Social Impact', 'Engineering Project Management', 'Health Care and Public Health Management', 'Stage Management', 'Food Systems Organization and Management', 'Research in Micro-Organizational Behavior', 'Thriving in Academia', 'Business Fundamentals for Engineers', 'Leading Nonprofit and Social Enterprises', 'Field Study in Environmental Science, Policy, and Management', 'Doctoral Seminar in Operations Management I', 'Strategic Planning and Project Management', 'Leadership and Management', 'Special Topics in the Management of Organizations', 'Doctoral Seminar in Operations Management II', 'Program Implementation', 'Teaming & Project Management', 'Organizational Behavior and Management in Health Care', 'International Business: Designing Global Organizations', 'Strategic Leadership', 'Strategic Leadership', 'Leadership Studies', 'Leadership Studies', 'Introduction to the Profession of Arms', 'Industrial-Organizational Psychology', 'Issues in Educational Administration and Policy', 'Leadership and Management I', 'Topics in Managerial Communications', 'Supervised Field Study', 'Research Seminar in Management of Organizations', 'Topics in Managerial Communications', 'Topics In Managerial Communications', 'Leading People', 'Special Topics in the Management of Organizations', 'Leading People', 'Strategic Planning and Managemenr', 'Professional Ethics in Technology, Law and Business', 'Engineering Your Life: Skills for Leadership, Discovery and Service', 'Special Topics in Business Administration', 'Special Topics in Business Administration', 'Special Topics in Business Administration', 'Leading People and Organizations', 'LEADING PEOPLE', 'Contemporary Issues in Organizational Psychology with a Focus on Leadership and Creativity', 'Product Management']"
1001,process & tooling engineer_-1,'construction management' 'facility modifications' 'recruiting' 'quality inspection' 'laser technology' 'negotiation' 'paper converting equipment operation' 'business process improvement' 'simulation' 'statistical process control (spc)' 'supervision',"[2237, 1649, 2346, 1655, 5674, 1422, 6344, 5658, 2324, 8141, 8109, 2327, 1465, 1276, 2328, 1298, 2753, 1652, 5643, 5637, 2329, 5715, 2752, 5691, 3848, 1427, 1241, 1463, 1275, 2961, 2718, 3840, 1392, 4248, 4379, 2232, 2306, 5696, 1413, 2350, 1800, 502, 1787, 1478, 1333, 6314, 1855, 1854, 6779, 8130]","['Engineering Project Management', 'Production and Operations Management', 'Civil Systems: Control and Information Management', 'Management of Human Resources', 'Economics and Dynamics of Production', 'Operations', 'Supervised Field Study', 'Senior Project', 'Lean Construction and Supply Chain Management', 'Risk-Informed Design for Advanced Nuclear Systems', 'Risk-Informed Design for Advanced Nuclear Systems', 'Advanced Project Planning and Control', 'Project Management', 'Project Management', 'Business Fundamentals for Engineers', 'Product Management', 'Advanced Topics in Computer Systems', 'Project Management', 'Production Systems Analysis', 'Methods of Manufacturing Improvement', 'Human and Organizational Factors: Quality and Reliability of Engineered Systems', 'Dynamic Production Theory and Planning Models', 'Advanced Topics in Computer Systems', 'Introduction to Production Planning and Logistics Models', 'Manufacturing and Design Communication', 'Strategic Leadership', 'Strategic Leadership', 'Decision Models', 'Decision Models', 'Strategic Planning and Project Management', 'Introduction to Software Engineering', 'Engineering Your Life: Skills for Leadership, Discovery and Service', 'Leadership', 'Introduction to Geographic Information Systems', 'Field Study in Environmental Science, Policy, and Management', 'Transportation Systems Engineering', 'Intelligent Transportation Systems', 'Production and Inventory Systems', 'Data Analytics', 'Data-driven Control Methods for Civil Engineering', 'Dynamics and Control of Chemical Processes', 'Fundamentals of Architectural Design', 'New Process Implementation: Concept to Commercialization', 'Special Topics in Management of Organizations', 'Strategy and Leadership for Social Impact', 'Quantitative Methods in Environmental Planning', 'Professional Preparation: Supervised Teaching of Chemical Engineering', 'Professional Preparation: Supervised Teaching of Chemical Engineering', 'Modeling and Simulation of Advanced Manufacturing Processes', 'Modeling and Simulation of Advanced Manufacturing Processes']"
1002,process engineer_0,'chemistry' 'manufacturing' 'biotechnology' 'calibration',"[1859, 1797, 1802, 1907, 1803, 1808, 1801, 7594, 1891, 1799, 1127, 1790, 1074, 1098, 1153, 1061, 1792, 1898, 7543, 1868, 1867, 7943, 8529, 1158, 6778, 1809, 1852, 1886, 1873, 1834, 1957, 1833, 7544, 6739, 1793, 2270, 2273, 3055, 1085, 1874, 1798, 7195, 1118, 1824, 1052, 1946, 1054, 1832, 1944, 1897]","['General Chemistry Laboratory', 'Chemical Engineering Laboratory', 'Biochemical Engineering', 'Biochemical Engineering Laboratory', 'Biochemical Engineering Laboratory', 'Chemical Engineering Economics', 'Biochemical Engineering', 'Physical Biochemistry', 'Organic Chemistry--Advanced Laboratory Methods', 'Industrial Chemical Process Design', 'Advanced BioMEMS and Bionanotechnology', 'Introduction to Chemical Process Analysis', 'BioMEMS and Medical Devices', 'Molecular and Cellular Biophotonics Laboratory', 'Molecular and Cellular Biophotonics Laboratory', 'Engineering Molecules 2', 'Chemical Kinetics and Reaction Engineering', 'Biophysical Chemistry: Physical Principles and the Molecules of Life', 'Biophysical Chemistry: Physical Principles and the Molecules of Life', 'General Chemistry and Quantitative Analysis', 'General Chemistry and Quantitative Analysis', 'Introduction to Nano-Science and Engineering', 'Introduction to Nano-Science and Engineering', 'Introduction to Nano-Science and Engineering', 'Introduction to Nano-Science and Engineering', 'Nanoscience and Engineering Biotechnology', 'Colloquium in Chemical Engineering', 'Instrumental Methods in Analytical Chemistry', 'Preparation for General Chemistry', 'Advanced Bioprocess Engineering Laboratory', 'Advanced Biophysical Chemistry I', 'Advanced Bioprocess Engineering', 'Survey of the Principles of Biochemistry and Molecular Biology', 'Experimental Materials Science and Design', 'Computational Methods in Chemical Engineering', 'Environmental Biological Processes', 'Environmental Chemical Kinetics', 'Geochemistry', 'Synthetic Biology Laboratory', 'Preparation for General Chemistry Laboratory', 'Chemical Process Design', 'Heat and Mass Transport in Biomedical Engineering', 'Heat and Mass Transport in Biomedical Engineering', 'Kinetics and Reaction Engineering', 'Engineering Molecules 1', 'Bioinorganic Chemistry', 'Careers in Biotechnology', 'Biomolecular Engineering', 'Materials Chemistry II', 'Biophysical Chemistry']"
1003,process engineer_1,'microsoft project' 'microsoft visio' 'microsoft access' 'trackwise',"[2718, 1970, 518, 2755, 1465, 1276, 3185, 2327, 2715, 517, 5638, 1652, 1325, 1512, 1463, 1275, 5683, 1965, 516, 5684, 6191, 1625, 2237, 2731, 2753, 2841, 1413, 5709, 5727, 5712, 3524, 4443, 1371, 515, 2169, 2839, 10351, 10305, 574, 1964, 6198, 2690, 5740, 1230, 1417, 5686, 10325, 4248, 3909, 2705]","['Introduction to Software Engineering', 'Software Engineering for Scientific Computing', '3-D Computer Technology', 'Implementation of Programming Languages', 'Project Management', 'Project Management', 'Econometrics: Advanced Methods and Applications', 'Advanced Project Planning and Control', 'Operating Systems and System Programming', 'Introduction to Digital Design Methods', 'Applied Data Science with Venture Applications', 'Project Management', 'Data Visualization', 'Data Visualization', 'Decision Models', 'Decision Models', 'Applied Data Science with Venture Applications', 'Introduction to Software Engineering Best Practices', '2-D Computer Technology', 'Optimization Analytics', 'Introduction to Data Visualization', 'Introduction to Business Analytics', 'Engineering Project Management', 'Introduction to Database Systems', 'Advanced Topics in Computer Systems', 'Modern Data Applications', 'Data Analytics', 'Applied Dynamic Programming', 'User Experience Research', 'Systems Analysis and Design Project', 'Educational Data Analysis Laboratory II', 'Reproducible and Collaborative Data Science', 'Data and Decisions', 'Principles of Computer Aided Architectural Design', 'Urban Informatics and Visualization', 'Data Visualization', 'Reproducible and Collaborative Statistical Data Science', 'Reproducible and Collaborative Statistical Data Science', 'Principles of Computer Aided Architectural Design', 'Introduction to Programming Languages C++ and Python', 'Advanced Coding Interactive Stories', 'Data Visualization', 'Introduction to Programming and Computation', 'Data and Decisions', 'Data and Decisions', 'Machine Learning and Data Analytics', 'Data Analysis and Machine Learning for Real-World Decision Making', 'Introduction to Geographic Information Systems', 'Applied Data Science for Engineers', 'Data Structures']"
1004,process engineer_-1,'ibm db2' 'computer numerical control (cnc)' 'cleaning in place (cip)' 'root cause analysis' 'manufacturing yield improvement' 'creo parametric' 'algebra' 'minitab' 'statgraphics' 'injection molding',"[3778, 7225, 2349, 1970, 2718, 2207, 2143, 3848, 5650, 2753, 4345, 3691, 1089, 2708, 1371, 5637, 10326, 10351, 10305, 2875, 10313, 2744, 2874, 3647, 10327, 3760, 1230, 1417, 1027, 7238, 2329, 1463, 1275, 4248, 2346, 2705, 2752, 6314, 1413, 3753, 2707, 10347, 5638, 5674, 2327, 7219, 3712, 502, 3687, 3635]","['Control and Optimization of Distributed Parameters Systems', 'Control and Optimization of Distributed Parameters Systems', 'Control and Optimization of Distributed Parameters Systems', 'Software Engineering for Scientific Computing', 'Introduction to Software Engineering', 'Elementary Fluid Mechanics', 'Multivariate Analysis in Planning', 'Manufacturing and Design Communication', 'Engineering Statistics, Quality Control, and Forecasting', 'Advanced Topics in Computer Systems', 'Design and Analysis of Ecological Research', 'Introductory Microcomputer Interfacing Laboratory', 'Introductory Microcomputer Interfacing Laboratory', 'Discrete Mathematics and Probability Theory', 'Data and Decisions', 'Methods of Manufacturing Improvement', 'Applied Statistics and Machine Learning', 'Reproducible and Collaborative Statistical Data Science', 'Reproducible and Collaborative Statistical Data Science', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Computational Principles for High-dimensional Data Analysis', 'Statistical Models: Theory and Application', 'Numerical Modeling and Analysis: Nonlinear Systems and Noise', 'Data and Decisions', 'Data and Decisions', 'Numerical Techniques in Astronomy', 'Advanced Methods in Free-Surface Flows', 'Human and Organizational Factors: Quality and Reliability of Engineered Systems', 'Decision Models', 'Decision Models', 'Introduction to Geographic Information Systems', 'Civil Systems: Control and Information Management', 'Data Structures', 'Advanced Topics in Computer Systems', 'Quantitative Methods in Environmental Planning', 'Data Analytics', 'Advanced IC Processing and Layout', 'Great Ideas of Computer Architecture (Machine Structures)', 'Analysis of Time Series', 'Applied Data Science with Venture Applications', 'Economics and Dynamics of Production', 'Advanced Project Planning and Control', 'Experiential Advanced Control Design II', 'Experiential Advanced Control Design II', 'Fundamentals of Architectural Design', 'Microfabrication Technology', 'Completion of work in Computer Science 70']"
